phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6012387,http://mail.cefop.net.br/wp-includes/js/tinymce/plugins/wpemoji/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=6012387,2019-04-16T12:05:40+00:00,yes,2019-04-16T12:06:58+00:00,yes,"ABSA Bank"
6012386,https://www.institutocefop.com/wp-includes/js/tinymce/plugins/wpemoji/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=6012386,2019-04-16T12:05:30+00:00,yes,2019-04-16T12:06:58+00:00,yes,"ABSA Bank"
6012385,http://cefop.net.br/wp-includes/js/tinymce/plugins/wpemoji/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=6012385,2019-04-16T12:05:22+00:00,yes,2019-04-16T12:06:58+00:00,yes,"ABSA Bank"
6012375,https://worn-out-nation.000webhostapp.com/auth/signin/details.html,http://www.phishtank.com/phish_detail.php?phish_id=6012375,2019-04-16T11:40:22+00:00,yes,2019-04-16T13:13:44+00:00,yes,Other
6012373,https://espaceclient-pay.pal.fr.ni2473570-2.web05.nitrado.hosting/service.Inc/source/e-com/6Unc/ncludes0n&/Ad-Info00000000000id.php,http://www.phishtank.com/phish_detail.php?phish_id=6012373,2019-04-16T11:33:08+00:00,yes,2019-04-16T13:13:44+00:00,yes,PayPal
6012363,https://stuker.com.br/login/lib/js/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=6012363,2019-04-16T11:08:01+00:00,yes,2019-04-16T11:09:28+00:00,yes,"ABSA Bank"
6012360,https://paypal-measure-my.account-limit-support.com/webapps/p1p1/websrc/hGKSj/safe_activity.php,http://www.phishtank.com/phish_detail.php?phish_id=6012360,2019-04-16T10:51:06+00:00,yes,2019-04-16T13:13:44+00:00,yes,PayPal
6012354,http://uploadcsvtocreatecart.softprodigy.co.in/lib/Cm/linkedln/LinkedIn.php,http://www.phishtank.com/phish_detail.php?phish_id=6012354,2019-04-16T10:45:25+00:00,yes,2019-04-16T13:13:44+00:00,yes,Other
6012351,https://pharco.ro/dss/DHLAUTO/dhl.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4#n=1252899642&amp;fid=1&amp;fav=1,http://www.phishtank.com/phish_detail.php?phish_id=6012351,2019-04-16T10:45:17+00:00,yes,2019-04-16T13:12:39+00:00,yes,Other
6012350,http://braingym-slovenija.info/chase/chase/account/verification/home/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e,http://www.phishtank.com/phish_detail.php?phish_id=6012350,2019-04-16T10:45:12+00:00,yes,2019-04-16T13:13:44+00:00,yes,Other
6012348,https://ethrobasket.com/online/onlinebanking.standardbank.co.za/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012348,2019-04-16T10:44:20+00:00,yes,2019-04-16T13:13:45+00:00,yes,"Standard Bank Ltd."
6012343,https://verification-online-li.com/,http://www.phishtank.com/phish_detail.php?phish_id=6012343,2019-04-16T10:42:06+00:00,yes,2019-04-16T13:01:59+00:00,yes,Other
6012342,http://verification-online-li.com/,http://www.phishtank.com/phish_detail.php?phish_id=6012342,2019-04-16T10:41:43+00:00,yes,2019-04-16T13:01:59+00:00,yes,Other
6012340,http://techincpo.club/,http://www.phishtank.com/phish_detail.php?phish_id=6012340,2019-04-16T10:37:46+00:00,yes,2019-04-16T13:13:45+00:00,yes,Other
6012341,https://techincpo.club/,http://www.phishtank.com/phish_detail.php?phish_id=6012341,2019-04-16T10:37:46+00:00,yes,2019-04-16T13:13:45+00:00,yes,Other
6012339,https://techincpo.club/lfj8kfgjoszefs/redirect/mimecast.u-login-gta-portal-login/,http://www.phishtank.com/phish_detail.php?phish_id=6012339,2019-04-16T10:37:26+00:00,yes,2019-04-16T12:11:26+00:00,yes,Other
6012338,https://techincpo.club/lfj8kfgjoszefs/redirect/mimecast.u-login-gta-portal-login,http://www.phishtank.com/phish_detail.php?phish_id=6012338,2019-04-16T10:37:25+00:00,yes,2019-04-16T13:13:45+00:00,yes,Other
6012337,https://institutocefop.com.br/wp-includes/js/tinymce/plugins/wpemoji/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=6012337,2019-04-16T10:35:56+00:00,yes,2019-04-16T10:37:05+00:00,yes,"ABSA Bank"
6012333,http://2bitz.org.ru,http://www.phishtank.com/phish_detail.php?phish_id=6012333,2019-04-16T10:20:26+00:00,yes,2019-04-16T10:22:03+00:00,yes,Other
6012332,http://blowzier-hilltops.000webhostapp.com/sed/SF%20express%20er/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012332,2019-04-16T10:19:55+00:00,yes,2019-04-16T13:01:59+00:00,yes,Other
6012330,http://365cdanqe.pp.ru,http://www.phishtank.com/phish_detail.php?phish_id=6012330,2019-04-16T10:18:34+00:00,yes,2019-04-16T10:22:03+00:00,yes,Other
6012329,http://soccialobmnennik.net.ru,http://www.phishtank.com/phish_detail.php?phish_id=6012329,2019-04-16T10:16:10+00:00,yes,2019-04-16T10:22:03+00:00,yes,Other
6012328,http://pncsecurity40.000webhostapp.com/HOMEPNc2017%20_1/HOMEPNc2017/auth/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6012328,2019-04-16T10:15:56+00:00,yes,2019-04-16T13:03:07+00:00,yes,"PNC Bank"
6012325,http://facalerts.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6012325,2019-04-16T10:07:54+00:00,yes,2019-04-16T13:13:45+00:00,yes,Facebook
6012323,http://megatrans.am/foldername/Eng/files/utu.htm,http://www.phishtank.com/phish_detail.php?phish_id=6012323,2019-04-16T10:04:03+00:00,yes,2019-04-16T13:01:59+00:00,yes,Other
6012318,http://eventgarenaindia.000webhostapp.com/Ade/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012318,2019-04-16T09:58:52+00:00,yes,2019-04-16T13:01:59+00:00,yes,Other
6012317,http://eventgarenaindia.000webhostapp.com/Bundle%20Bandit/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012317,2019-04-16T09:58:49+00:00,yes,2019-04-16T13:01:59+00:00,yes,Other
6012315,http://eventgarenaindia.000webhostapp.com/FF%20Bandit/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012315,2019-04-16T09:58:42+00:00,yes,2019-04-16T13:01:59+00:00,yes,Other
6012314,http://eventgarenaindia.000webhostapp.com/Free%20fire%20event/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012314,2019-04-16T09:58:39+00:00,yes,2019-04-16T12:28:09+00:00,yes,Other
6012313,http://eventgarenaindia.000webhostapp.com/Free%20Fire%20Redeem%20Kode/submit.php,http://www.phishtank.com/phish_detail.php?phish_id=6012313,2019-04-16T09:58:36+00:00,yes,2019-04-16T13:01:59+00:00,yes,Other
6012312,http://eventgarenaindia.000webhostapp.com/Garena%20Free%20Fire/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012312,2019-04-16T09:58:32+00:00,yes,2019-04-16T12:57:33+00:00,yes,Other
6012311,http://eventgarenaindia.000webhostapp.com/Gift/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012311,2019-04-16T09:58:27+00:00,yes,2019-04-16T13:01:59+00:00,yes,Other
6012310,http://eventgarenaindia.000webhostapp.com/Pubg/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012310,2019-04-16T09:58:21+00:00,yes,2019-04-16T13:02:00+00:00,yes,Other
6012309,http://eventgarenaindia.000webhostapp.com/Redeem%20Kode/submit.php,http://www.phishtank.com/phish_detail.php?phish_id=6012309,2019-04-16T09:57:57+00:00,yes,2019-04-16T13:02:00+00:00,yes,Other
6012308,http://eventgarenaindia.000webhostapp.com/Script%20Phising%20Garena%20Free%20Fire%20Versi%20Blood%20Uhuinfo99/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012308,2019-04-16T09:57:43+00:00,yes,2019-04-16T13:02:00+00:00,yes,Other
6012304,https://ca-revenue-agency.com/banks/ATB/,http://www.phishtank.com/phish_detail.php?phish_id=6012304,2019-04-16T09:40:48+00:00,yes,2019-04-16T13:02:00+00:00,yes,Other
6012302,https://ca-revenue-agency.com/banks/ATB/last.html,http://www.phishtank.com/phish_detail.php?phish_id=6012302,2019-04-16T09:40:40+00:00,yes,2019-04-16T13:02:00+00:00,yes,Other
6012300,http://braingym-slovenija.info/chase/chase/account/verification/home/myaccount/uploads/index.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=56&amp;id=7270830929,http://www.phishtank.com/phish_detail.php?phish_id=6012300,2019-04-16T09:40:32+00:00,yes,2019-04-16T13:02:00+00:00,yes,Other
6012299,http://braingym-slovenija.info/chase/chase/account/verification/home/myaccount/vbv.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=100&amp;id=5953915167,http://www.phishtank.com/phish_detail.php?phish_id=6012299,2019-04-16T09:40:28+00:00,yes,2019-04-16T13:00:48+00:00,yes,Other
6012298,http://braingym-slovenija.info/chase/chase/account/verification/home/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=61&amp;id=7880314969,http://www.phishtank.com/phish_detail.php?phish_id=6012298,2019-04-16T09:40:23+00:00,yes,2019-04-16T13:02:00+00:00,yes,Other
6012297,http://braingym-slovenija.info/chase/chase/account/verification/home/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=80&amp;id=8831605166,http://www.phishtank.com/phish_detail.php?phish_id=6012297,2019-04-16T09:40:19+00:00,yes,2019-04-16T12:57:34+00:00,yes,Other
6012287,https://laodp.duckdns.org/wp-admin/inc/,http://www.phishtank.com/phish_detail.php?phish_id=6012287,2019-04-16T09:16:50+00:00,yes,2019-04-16T13:02:00+00:00,yes,Other
6012286,http://prim-adviser.000webhostapp.com/manmadeee.php?code=login=emaiI=verifying%20downloadinf%20file..confirmation...loading...,http://www.phishtank.com/phish_detail.php?phish_id=6012286,2019-04-16T09:15:47+00:00,yes,2019-04-16T12:22:44+00:00,yes,Adobe
6012285,https://cpanel-webmailupgrade.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6012285,2019-04-16T09:14:35+00:00,yes,2019-04-16T13:03:07+00:00,yes,Other
6012284,http://webmail-access11.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6012284,2019-04-16T09:12:59+00:00,yes,2019-04-16T13:13:45+00:00,yes,Other
6012283,http://die-hard-drains.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6012283,2019-04-16T09:08:57+00:00,yes,2019-04-16T13:13:45+00:00,yes,Other
6012275,https://rosser-research.com/thumb/~/local/relode/new/fligpsFdr/myaccount/signin/?country.x=&amp;locale.x=en_,http://www.phishtank.com/phish_detail.php?phish_id=6012275,2019-04-16T08:45:42+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012273,http://kosomkoo.co.uk/lis/BOA-single%20Updated/dashboard/sitekeyverification.html,http://www.phishtank.com/phish_detail.php?phish_id=6012273,2019-04-16T08:45:33+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012272,http://xn--80ahmvz.xn--p1ai/wordpress/wp-content/plugins/fighter/www/thor/verificationAttempt.php,http://www.phishtank.com/phish_detail.php?phish_id=6012272,2019-04-16T08:45:29+00:00,yes,2019-04-16T12:57:34+00:00,yes,Other
6012259,https://auburn-attempt.000webhostapp.com/ey/my.php,http://www.phishtank.com/phish_detail.php?phish_id=6012259,2019-04-16T08:18:25+00:00,yes,2019-04-16T08:19:28+00:00,yes,"ABSA Bank"
6012258,https://100btc.online/,http://www.phishtank.com/phish_detail.php?phish_id=6012258,2019-04-16T08:17:12+00:00,yes,2019-04-16T08:29:12+00:00,yes,Other
6012257,https://z-exchange.club,http://www.phishtank.com/phish_detail.php?phish_id=6012257,2019-04-16T08:17:10+00:00,yes,2019-04-16T08:25:57+00:00,yes,Other
6012244,http://www.ebizcardz.com/twilio/vendor/boa/security.php,http://www.phishtank.com/phish_detail.php?phish_id=6012244,2019-04-16T07:57:41+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012242,http://www.thaistigmatines.org/cvs/onlinebanking.suntrust.com/logon.htm,http://www.phishtank.com/phish_detail.php?phish_id=6012242,2019-04-16T07:57:31+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012241,https://eflogistica.com.ar/pdf-drive/,http://www.phishtank.com/phish_detail.php?phish_id=6012241,2019-04-16T07:57:26+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012240,http://braingym-slovenija.info/chase/chase/account/verification/home/myaccount/billing.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=97&amp;id=8277424509,http://www.phishtank.com/phish_detail.php?phish_id=6012240,2019-04-16T07:57:19+00:00,yes,2019-04-16T12:29:19+00:00,yes,Other
6012239,http://braingym-slovenija.info/chase/chase/account/verification/home/myaccount/access.php?websrc=e17ea285ad581008aac6b89b49ab879e&amp;dispatched=44&amp;id=6003318091,http://www.phishtank.com/phish_detail.php?phish_id=6012239,2019-04-16T07:57:11+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012236,http://sexkontaktetip.live/o/gmailweb/webmailers.html,http://www.phishtank.com/phish_detail.php?phish_id=6012236,2019-04-16T07:56:59+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012235,http://sexkontaktetip.live/re/gmailweb/webmailers.html,http://www.phishtank.com/phish_detail.php?phish_id=6012235,2019-04-16T07:56:49+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012234,http://test.ajaradv.com/our/Ourtime/ourtime.html,http://www.phishtank.com/phish_detail.php?phish_id=6012234,2019-04-16T07:56:45+00:00,yes,2019-04-16T12:29:19+00:00,yes,Other
6012233,http://test.ajaradv.com/seniorpeoplemeet_/v3/login.html,http://www.phishtank.com/phish_detail.php?phish_id=6012233,2019-04-16T07:56:41+00:00,yes,2019-04-16T12:29:19+00:00,yes,Other
6012227,http://pagaria.co.in/jesu/login/,http://www.phishtank.com/phish_detail.php?phish_id=6012227,2019-04-16T07:56:16+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012222,https://totaltouchministry.com/doc-support/websc_login/,http://www.phishtank.com/phish_detail.php?phish_id=6012222,2019-04-16T07:55:54+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012206,http://www.zafdfw.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6012206,2019-04-16T07:07:36+00:00,yes,2019-04-16T12:11:27+00:00,yes,Other
6012205,http://zafdfw.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6012205,2019-04-16T07:07:11+00:00,yes,2019-04-16T12:11:27+00:00,yes,Other
6012169,https://shield-il.com/,http://www.phishtank.com/phish_detail.php?phish_id=6012169,2019-04-16T06:46:28+00:00,yes,2019-04-16T13:15:52+00:00,yes,Other
6012165,https://destinationafricasafaris.com/wp-ccob/Office365vn/sharepoint.cloud/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=rob@redacted.com,http://www.phishtank.com/phish_detail.php?phish_id=6012165,2019-04-16T06:35:11+00:00,yes,2019-04-16T12:29:19+00:00,yes,Microsoft
6012162,http://rsmedia.co.nz/wp-wft/WETFMAIN/wetransfer/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418,http://www.phishtank.com/phish_detail.php?phish_id=6012162,2019-04-16T06:16:51+00:00,yes,2019-04-16T15:04:51+00:00,yes,Other
6012157,https://www.wellssfargo-privacy-security-upgrade.com/wellsfargo/home/myaccount/login/,http://www.phishtank.com/phish_detail.php?phish_id=6012157,2019-04-16T06:16:33+00:00,yes,2019-04-16T06:42:00+00:00,yes,Other
6012156,https://www.wellssfargo-privacy-security-upgrade.com/wellsfargo/home/myaccount/login,http://www.phishtank.com/phish_detail.php?phish_id=6012156,2019-04-16T06:16:32+00:00,yes,2019-04-16T12:29:19+00:00,yes,Other
6012154,https://www.knchrec.org/ani/pa/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6012154,2019-04-16T06:16:23+00:00,yes,2019-04-16T13:13:45+00:00,yes,Other
6012152,http://fouchftezoezazaa.com/xxx/Indezx.html,http://www.phishtank.com/phish_detail.php?phish_id=6012152,2019-04-16T06:16:15+00:00,yes,2019-04-16T12:29:19+00:00,yes,Other
6012150,http://fouchftezoezazaa.com/mee/Indexxatt.htm,http://www.phishtank.com/phish_detail.php?phish_id=6012150,2019-04-16T06:16:07+00:00,yes,2019-04-16T15:04:51+00:00,yes,Other
6012149,http://fouchftezoezazaa.com/lol/image.htm,http://www.phishtank.com/phish_detail.php?phish_id=6012149,2019-04-16T06:16:03+00:00,yes,2019-04-16T10:36:01+00:00,yes,Other
6012146,http://142.93.116.48/banks/ATB/last.html,http://www.phishtank.com/phish_detail.php?phish_id=6012146,2019-04-16T06:15:51+00:00,yes,2019-04-16T12:29:19+00:00,yes,Other
6012143,https://tssqatar.com/templates/system/css/seguro,http://www.phishtank.com/phish_detail.php?phish_id=6012143,2019-04-16T06:15:36+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012139,https://shamegame.site/img/one/indx.php,http://www.phishtank.com/phish_detail.php?phish_id=6012139,2019-04-16T06:15:11+00:00,yes,2019-04-16T12:29:20+00:00,yes,Other
6012137,http://taupanga.com/smop/phpFiles/loginContinue4.php,http://www.phishtank.com/phish_detail.php?phish_id=6012137,2019-04-16T06:09:59+00:00,yes,2019-04-16T06:11:24+00:00,yes,"ABSA Bank"
6012136,http://yamato-ti.com:81/pp.html,http://www.phishtank.com/phish_detail.php?phish_id=6012136,2019-04-16T06:07:11+00:00,yes,2019-04-16T12:10:19+00:00,yes,Other
6012135,http://yamato-ti.com:81/index2.html,http://www.phishtank.com/phish_detail.php?phish_id=6012135,2019-04-16T06:06:45+00:00,yes,2019-04-16T12:11:28+00:00,yes,Other
6012134,http://yamato-ti.com:81/,http://www.phishtank.com/phish_detail.php?phish_id=6012134,2019-04-16T06:05:19+00:00,yes,2019-04-16T12:10:19+00:00,yes,Other
6012124,https://https774411004477110011447700date.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6012124,2019-04-16T05:56:05+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012123,https://ecofip.wsisites.net/wp-includes/js/jcrop/actiondo/post/BF558D/fbs/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6012123,2019-04-16T05:56:01+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012122,https://brightshelldental.com/wp-content/plugins/trx_addons/components/shortcodes/socials/freshadb1/freshadb/freshadb/,http://www.phishtank.com/phish_detail.php?phish_id=6012122,2019-04-16T05:55:58+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012113,http://https774411004477110011447700date.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6012113,2019-04-16T05:55:23+00:00,yes,2019-04-16T13:00:49+00:00,yes,Other
6012107,https://louyet.be/paypal-update-service@intl.com/pypfin/2/2.html,http://www.phishtank.com/phish_detail.php?phish_id=6012107,2019-04-16T05:48:05+00:00,yes,2019-04-16T12:13:53+00:00,yes,PayPal
6012104,https://fgalani.gr/linkedin/excel/exce/?email=sgremittanceofficer@pnb.com.ph,http://www.phishtank.com/phish_detail.php?phish_id=6012104,2019-04-16T05:42:41+00:00,yes,2019-04-16T12:29:20+00:00,yes,Other
6012102,http://saughy.co.uk/app/signin,http://www.phishtank.com/phish_detail.php?phish_id=6012102,2019-04-16T05:36:14+00:00,yes,2019-04-16T13:02:00+00:00,yes,PayPal
6012101,http://hmlkm.000webhostapp.com/hml/NwDrop/NwDrop/tool/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6012101,2019-04-16T05:35:01+00:00,yes,2019-04-16T12:22:45+00:00,yes,Dropbox
6012100,http://hmlkm.000webhostapp.com/mhm/DropMe/DropMe/site/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=6012100,2019-04-16T05:34:54+00:00,yes,2019-04-16T09:53:59+00:00,yes,Dropbox
6012098,http://handy-cot.000webhostapp.com/LogOn18/LogOn17/LogOn/auth/home/auth/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6012098,2019-04-16T05:31:08+00:00,yes,2019-04-16T09:53:59+00:00,yes,"JPMorgan Chase and Co."
6012097,http://catalystcolab.com/wp-content/plugins/case/2c79fd5decb27557395ad148313aa139/Up-dating.php,http://www.phishtank.com/phish_detail.php?phish_id=6012097,2019-04-16T05:30:13+00:00,yes,2019-04-16T13:02:00+00:00,yes,PayPal
6012096,http://puffed-swab.000webhostapp.com/l/cncountin/upload/en.php,http://www.phishtank.com/phish_detail.php?phish_id=6012096,2019-04-16T05:29:47+00:00,yes,2019-04-16T09:53:59+00:00,yes,Other
6012095,http://uuusd.000webhostapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6012095,2019-04-16T05:28:31+00:00,yes,2019-04-16T09:53:59+00:00,yes,Other
6012093,http://fatter-resolution.000webhostapp.com/nn/chinamailboxrebrand/mailbox/boxMrenewal.php,http://www.phishtank.com/phish_detail.php?phish_id=6012093,2019-04-16T05:25:28+00:00,yes,2019-04-16T09:53:59+00:00,yes,Other
6012091,https://dog-and-cat-lifestyle.ch/wordpress//wp-content/plugins/fighter/lo/well-2020/ssn/thankyou.php,http://www.phishtank.com/phish_detail.php?phish_id=6012091,2019-04-16T05:22:03+00:00,yes,2019-04-16T08:28:08+00:00,yes,Other
6012090,https://dog-and-cat-lifestyle.ch/wordpress//wp-content/plugins/fighter/lo/well-2020/ssn/secure_account.php,http://www.phishtank.com/phish_detail.php?phish_id=6012090,2019-04-16T05:21:54+00:00,yes,2019-04-16T08:28:08+00:00,yes,Other
6012086,https://itoptimumsolutions.com/officewrknw/officeIB/live/pass.php?email=Y3VydC5oaWxsQG9tbmlvbmUuY29t,http://www.phishtank.com/phish_detail.php?phish_id=6012086,2019-04-16T05:14:52+00:00,yes,2019-04-16T15:04:52+00:00,yes,Other
6012083,https://panasonicconduit.com/Office/Off/Hotmail%20Office%20New%20Code/login.php?fid.125289964252813InboxLight99642_Product-userid,http://www.phishtank.com/phish_detail.php?phish_id=6012083,2019-04-16T05:14:39+00:00,yes,2019-04-16T15:04:52+00:00,yes,Other
6012078,http://belajardigital.co.id/adobes/,http://www.phishtank.com/phish_detail.php?phish_id=6012078,2019-04-16T05:14:13+00:00,yes,2019-04-16T12:29:20+00:00,yes,Other
6012076,https://tssqatar.com/templates/system/css/seguro/tabelas.php,http://www.phishtank.com/phish_detail.php?phish_id=6012076,2019-04-16T05:14:03+00:00,yes,2019-04-16T13:03:07+00:00,yes,Other
6012075,https://tssqatar.com/templates/system/css/seguro/dados.php,http://www.phishtank.com/phish_detail.php?phish_id=6012075,2019-04-16T05:13:59+00:00,yes,2019-04-16T13:03:07+00:00,yes,Other
6012073,http://tssqatar.com/templates/system/css/seguro,http://www.phishtank.com/phish_detail.php?phish_id=6012073,2019-04-16T05:13:55+00:00,yes,2019-04-16T13:00:50+00:00,yes,Other
6012074,https://tssqatar.com/templates/system/css/seguro/,http://www.phishtank.com/phish_detail.php?phish_id=6012074,2019-04-16T05:13:55+00:00,yes,2019-04-16T13:03:07+00:00,yes,Other
6012068,http://pictorical.com/wp-content/themes/twentyfourteen/images/_manage/adobe?x=x&amp;a=sales@jds-tech.com,http://www.phishtank.com/phish_detail.php?phish_id=6012068,2019-04-16T05:13:34+00:00,yes,2019-04-16T13:03:07+00:00,yes,Other
